"corpus","name","months","sex","utterance"
"bloom70","Eric","21","male","clown"
"bloom70","Eric","21","male","clown"
"bloom70","Eric","21","male","dance"
"bloom70","Eric","21","male","dance dance dance dance dance dance dance dance"
"bloom70","Eric","21","male","clown"
"bloom70","Eric","21","male","here the clown"
"bloom70","Eric","21","male","here the clown"
"bloom70","Eric","21","male","hat"
"bloom70","Eric","21","male","hat hat"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","see"
"bloom70","Eric","21","male","see"
"bloom70","Eric","21","male","oh ho"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","down"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","yyy cry"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","house"
"bloom70","Eric","21","male","lamb lamb lamb lamb lamb"
"bloom70","Eric","21","male","lamb lamb lamb"
"bloom70","Eric","21","male","lamb"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","yyy find it"
"bloom70","Eric","21","male","yyy find it"
"bloom70","Eric","21","male","yyy find it"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","no need that"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","buh buh"
"bloom70","Eric","21","male","hi teddy"
"bloom70","Eric","21","male","teddy"
"bloom70","Eric","21","male","teddy"
"bloom70","Eric","21","male","teddy"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","bear xxx"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","sit"
"bloom70","Eric","21","male","hi bunny"
"bloom70","Eric","21","male","up"
"bloom70","Eric","21","male","cat"
"bloom70","Eric","21","male","cat"
"bloom70","Eric","21","male","yyy"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","bunny"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","please"
"bloom70","Eric","21","male","please"
"bloom70","Eric","21","male","no"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","xxx"
"bloom70","Eric","21","male","baby"
"bloom70","Eric","21","male","baby baby"
"bloom70","Eric","21","male","baby"
